zone_id,zone_name,scenario,rainfall_1h,rainfall_3h,rainfall_6h,elevation,slope,distance_to_drain,drain_capacity,pump_load_pct,flood_history_count,population_density,critical_infra_flag,lat,lon,data_source,flood_severity
REAL-0839,Bamnikhera Road,heavy,27.6,74.1,114.7,41.3,3.19,738.6,79.7,42.0,1,8460.1,1,28.62743,77.24255,real_govt_record,Low
REAL-0422,Seelampur Road,moderate,16.2,32.4,49.1,35.2,2.1,783.1,72.4,96.8,1,17347.4,0,28.62854,77.23871,real_govt_record,Low
REAL-0452,Chhawla Road,extreme,66.3,134.0,202.3,21.6,3.85,426.4,76.7,96.0,1,14530.4,0,28.6313,77.23389,real_govt_record,High
REAL-0257,Burari Road,light,8.3,22.1,31.0,11.4,3.65,695.2,94.2,93.8,2,11829.6,1,28.63206,77.23633,real_govt_record,Low
REAL-0136,Veer Banda Bairagi Marg,extreme,49.1,121.9,168.7,41.5,1.95,120.6,94.2,56.4,5,19574.3,0,28.62275,77.24135,real_govt_record,High
REAL-0924,Captain Kumud Kumar Marg,extreme,41.4,102.4,150.6,44.9,1.01,386.4,76.7,72.3,1,16640.5,1,28.63647,77.23562,real_govt_record,Medium
REAL-0739,Roshanara Road,heavy,31.0,73.9,104.6,15.1,2.53,138.7,82.5,78.2,1,10183.6,0,28.6263,77.23771,real_govt_record,Medium
REAL-1008,Parade Road,extreme,36.4,93.1,135.1,41.0,3.3,685.3,83.0,58.7,1,18965.8,0,28.63262,77.23556,real_govt_record,Medium
REAL-0720,Pragati Maidan Tunnel,extreme,43.8,90.6,135.7,13.1,0.5,284.5,74.1,44.6,1,10739.2,0,28.62469,77.23571,real_govt_record,Medium
REAL-0584,Bhisham Pitamah Marg,extreme,50.1,124.6,182.1,22.7,1.19,241.3,81.7,95.2,1,17373.3,1,28.63236,77.2469,real_govt_record,High
REAL-0996,Rajaji Marg,extreme,51.0,112.4,178.5,34.5,4.43,181.2,82.5,81.6,1,4160.8,1,28.6262,77.23645,real_govt_record,Medium
SYN2-0055,SYN2-0055,synthetic_v2,69.65,143.73,222.7,5.89,4.76,485.16,90.62,65.9,1,4098.72,0,28.79071,77.1601,synthetic,Medium
SYN2-0193,SYN2-0193,synthetic_v2,44.84,101.18,159.49,48.95,7.15,309.01,71.2,70.74,0,11581.68,0,28.67032,77.32589,synthetic,Low
REAL-0050,Vikas Marg,moderate,18.3,43.7,59.5,9.9,2.88,143.2,86.1,63.3,17,18025.7,1,28.65305,77.28358,real_govt_record,Medium
REAL-0342,Maharaja Surajmal Marg,moderate,18.3,45.5,66.2,29.8,4.64,228.4,83.0,57.0,2,14368.8,1,28.63311,77.24318,real_govt_record,Low
ZONE-077,ZONE-077,synthetic_v1,28.42,90.63,156.87,26.77,4.51,286.25,78.96,22.4,2,5625.96,0,28.73931,77.2243,synthetic,Medium
REAL-0527,Mahipalpur- Mehrauli road Mahipalpur Chowk,heavy,27.3,57.4,87.8,8.6,1.79,676.3,74.7,65.4,1,7707.7,0,28.6277,77.23851,real_govt_record,Low
REAL-0799,Surajmal Marg,heavy,28.8,77.3,112.9,31.0,4.76,475.8,76.7,51.2,1,5803.1,1,28.62597,77.23885,real_govt_record,Low
REAL-0954,Maa Anandmayee Marg,moderate,14.2,29.1,45.8,19.8,1.4,448.8,72.4,51.4,1,9130.9,1,28.62378,77.24556,real_govt_record,Low
REAL-0683,NH-48 Near Loop,heavy,34.3,77.0,121.4,44.3,2.23,634.0,82.5,38.3,1,15544.7,1,28.63259,77.24458,real_govt_record,Low
REAL-0463,JLN Marg,heavy,35.8,79.4,113.7,18.8,0.86,643.6,81.7,52.0,1,24079.2,0,28.63285,77.24333,real_govt_record,Medium
SYN2-0172,SYN2-0172,synthetic_v2,13.33,31.69,48.92,35.16,5.85,363.57,45.41,20.56,0,23498.41,0,28.75432,77.26423,synthetic,Low
REAL-0807,Talkatora Road,heavy,27.3,61.5,85.6,12.8,4.2,147.5,76.7,97.5,1,10892.8,0,28.63006,77.23819,real_govt_record,Low
ZONE-145,ZONE-145,synthetic_v1,90.41,151.95,187.84,38.37,7.58,707.93,38.54,45.6,0,6396.41,1,28.62911,77.21021,synthetic,Medium
REAL-0469,Lawrence Road,light,6.4,17.2,24.6,12.9,2.94,597.7,74.7,89.7,1,23728.3,0,28.63426,77.23802,real_govt_record,Low
REAL-0648,Mandi House R/A,extreme,55.0,122.3,186.3,24.5,4.62,557.2,82.5,94.8,1,20693.6,1,28.62999,77.23549,real_govt_record,High
REAL-0980,Nishad Marg,extreme,48.8,106.8,139.5,25.4,1.94,120.5,85.9,42.3,1,18006.7,1,28.62736,77.24678,real_govt_record,Medium
REAL-0034,Bhairon Marg,moderate,21.2,46.5,72.7,8.9,3.35,668.9,72.4,74.4,21,15301.9,0,28.61047,77.24471,real_govt_record,Medium
REAL-0417,Pusa Road,light,6.5,15.5,24.1,22.8,3.92,427.2,82.5,50.3,1,20536.2,0,28.6242,77.23597,real_govt_record,Low
REAL-0248,Mother Teresa Crescent Marg,extreme,47.1,115.4,166.4,9.5,3.27,195.0,87.5,56.5,3,4195.2,1,28.63239,77.23405,real_govt_record,High
REAL-0731,Ram Kumar Gautam Marg,heavy,38.7,83.0,111.5,38.6,0.53,691.4,82.5,43.6,1,20738.8,1,28.63046,77.23773,real_govt_record,Low
ZONE-050,ZONE-050,synthetic_v1,13.43,41.61,64.86,45.56,2.53,526.09,46.4,71.86,4,14584.16,0,28.5752,77.23582,synthetic,Medium
REAL-0971,NH-48 Near APS Colony,heavy,29.1,60.3,78.8,34.0,1.97,672.1,83.0,88.9,1,6597.1,1,28.63052,77.24134,real_govt_record,Low
SYN2-0043,SYN2-0043,synthetic_v2,60.79,146.32,222.78,19.07,4.42,213.59,68.99,49.11,1,4663.39,0,28.78426,77.34473,synthetic,Medium
ZONE-014,ZONE-014,synthetic_v1,33.36,109.26,157.04,39.24,3.97,63.65,32.41,43.44,2,22484.27,0,28.73668,77.27279,synthetic,Medium
REAL-0217,Dwarka Road,light,7.6,16.5,25.8,15.1,0.65,119.4,76.7,52.1,3,8347.9,1,28.62659,77.23483,real_govt_record,Low
SYN2-0167,SYN2-0167,synthetic_v2,98.24,185.43,257.24,22.8,7.84,519.66,59.99,80.84,2,17392.69,0,28.71589,77.23721,synthetic,High
REAL-0979,Nishad Marg,heavy,30.7,79.6,116.5,32.8,4.25,151.0,85.9,94.4,1,23087.6,0,28.62671,77.24138,real_govt_record,Low
REAL-0544,Jai Singh Road,extreme,39.8,108.5,160.8,42.1,4.16,275.1,74.1,87.0,1,14709.8,0,28.63132,77.23807,real_govt_record,Medium
ZONE-006,ZONE-006,synthetic_v1,41.95,48.78,133.03,35.33,4.87,112.57,41.01,83.32,0,16926.91,0,28.58579,77.18088,synthetic,Low
REAL-0494,NH-8 Mahipalpur Flyover,moderate,17.2,37.9,55.0,15.7,0.64,292.2,86.1,56.0,1,4228.2,1,28.63154,77.23714,real_govt_record,Low
ZONE-141,ZONE-141,synthetic_v1,93.94,116.19,167.75,22.25,5.57,711.58,44.8,53.41,2,20220.54,0,28.76528,77.24956,synthetic,High
REAL-0465,Khyala Road,light,5.7,15.1,21.2,37.8,2.98,169.7,82.5,65.0,1,21260.9,1,28.62651,77.23718,real_govt_record,Low
REAL-0392,Najafgarh – Dhansa Road,extreme,44.8,121.3,164.1,11.5,3.43,340.4,85.9,94.0,2,20936.2,1,28.62685,77.23855,real_govt_record,High
SYN2-0017,SYN2-0017,synthetic_v2,93.56,190.45,296.85,21.23,6.46,95.11,23.45,78.39,0,9517.76,0,28.63763,77.18201,synthetic,Medium
REAL-0439,Neela Gumbad BSF,heavy,30.9,83.7,122.3,21.8,1.63,680.6,83.0,93.7,1,21913.1,1,28.62316,77.2387,real_govt_record,Medium
REAL-0961,Najafgarh Bakkarwala Cut,light,3.1,6.6,8.7,12.9,3.31,657.5,76.7,76.5,1,8109.5,0,28.62992,77.2425,real_govt_record,Low
REAL-0583,Bhisham Pitamah Marg,heavy,30.9,74.8,108.2,12.1,2.08,614.2,81.7,94.6,1,12096.9,1,28.62949,77.24528,real_govt_record,Medium
SYN2-0187,SYN2-0187,synthetic_v2,26.47,62.87,89.75,5.53,5.17,245.2,36.84,89.28,3,5686.47,1,28.71588,77.25973,synthetic,High
REAL-0327,BSZ Marg,heavy,30.8,64.7,95.5,31.9,3.35,86.0,79.7,47.8,2,13061.6,0,28.62921,77.24349,real_govt_record,Low
REAL-0888,Rind Road,extreme,44.1,106.7,154.4,20.8,0.7,342.7,76.7,69.8,1,23253.7,0,28.62804,77.24359,real_govt_record,Medium
ZONE-117,ZONE-117,synthetic_v1,90.52,127.04,159.76,54.03,2.52,380.62,93.15,79.54,2,23869.73,0,28.69511,77.30077,synthetic,Medium
REAL-0466,Khyala Road,moderate,17.6,44.6,67.5,29.1,0.75,234.5,82.5,49.8,1,21497.7,0,28.62996,77.23984,real_govt_record,Low
REAL-0554,NH-44 Khampur Singhu,moderate,17.0,37.3,51.6,34.4,4.43,379.8,72.4,58.7,1,20097.7,1,28.63312,77.23557,real_govt_record,Low
REAL-0062,Bhairon Road,moderate,14.7,35.1,49.3,37.9,2.0,152.5,74.1,66.2,10,20900.4,0,28.61913,77.24333,real_govt_record,Low
REAL-0419,Pusa Road,heavy,25.2,63.9,89.6,15.3,3.09,80.4,82.5,50.2,1,9537.0,0,28.62748,77.23575,real_govt_record,Low
REAL-1001,"Sector-14 Road, Dwarka",light,4.6,10.0,14.3,18.3,0.77,311.2,79.7,71.6,1,19615.8,0,28.62615,77.23818,real_govt_record,Low
REAL-0709,Pankha Road/ Cariappa Marg,light,7.4,20.7,30.0,45.0,4.17,151.1,86.5,63.0,1,10394.8,1,28.62863,77.24176,real_govt_record,Low
SYN2-0155,SYN2-0155,synthetic_v2,94.53,185.58,226.13,47.3,6.16,150.1,52.55,96.94,4,7486.82,1,28.57984,77.15588,synthetic,High
REAL-0539,Satya Niketan Road,heavy,26.6,71.5,98.1,14.9,1.76,458.1,86.1,51.5,1,9654.1,0,28.62477,77.24111,real_govt_record,Medium
REAL-0156,Rafi Marg,extreme,44.5,94.8,123.3,43.5,3.63,639.7,83.0,93.0,4,17930.6,1,28.63563,77.2336,real_govt_record,Medium
ZONE-079,ZONE-079,synthetic_v1,91.19,164.19,229.55,26.22,2.26,84.89,26.21,69.55,4,15331.3,1,28.7521,77.16701,synthetic,High
REAL-0834,Badli Road,moderate,10.8,30.4,46.5,30.9,2.73,650.3,72.4,72.3,1,14900.0,1,28.63093,77.24495,real_govt_record,Low
REAL-0083,Lala Lajpat Rai Marg,heavy,26.7,60.8,93.8,24.8,2.32,637.0,86.5,94.5,7,24976.0,0,28.62863,77.2402,real_govt_record,Medium
REAL-0778,SPM Marg,moderate,12.5,31.0,42.9,22.2,3.58,624.8,74.7,92.6,1,16914.2,1,28.62714,77.24153,real_govt_record,Low
REAL-0367,R.K. Ashram Marg,heavy,25.6,61.8,87.8,11.3,0.99,276.0,76.7,58.6,2,9167.9,1,28.62884,77.23502,real_govt_record,Low
REAL-0805,Talkatora Road,light,4.5,12.7,19.8,34.1,0.68,425.7,76.7,58.2,1,24800.0,1,28.62981,77.23878,real_govt_record,Low
REAL-0823,Ansari Road,heavy,21.5,58.9,88.3,22.8,4.31,95.1,83.9,41.8,1,5726.6,1,28.62372,77.23256,real_govt_record,Low
REAL-0612,Geeta Colony,extreme,48.7,102.7,138.4,28.8,3.95,432.6,85.9,53.8,1,16568.7,1,28.63347,77.23844,real_govt_record,Medium
REAL-0349,Najafgarh Road-Azad Hind Fauz Marg,light,4.0,8.9,12.2,35.5,4.96,691.5,82.5,42.0,2,4916.0,0,28.62651,77.24354,real_govt_record,Low
ZONE-064,ZONE-064,synthetic_v1,53.11,74.6,154.03,16.64,7.54,237.77,94.24,81.41,5,2100.49,1,28.57138,77.34395,synthetic,High
SYN2-0065,SYN2-0065,synthetic_v2,70.73,174.62,210.36,22.0,0.57,962.6,84.21,30.05,0,16926.34,1,28.71904,77.25669,synthetic,Low
REAL-0167,Ulan Batar Marg,heavy,39.2,83.7,124.9,10.1,3.94,86.0,85.9,75.0,4,15593.9,1,28.63181,77.23582,real_govt_record,Medium
ZONE-023,ZONE-023,synthetic_v1,13.02,90.2,156.89,24.34,4.69,514.97,47.76,94.6,1,15873.06,1,28.65473,77.31224,synthetic,Low
SYN2-0118,SYN2-0118,synthetic_v2,84.44,175.71,230.8,49.73,5.0,332.71,56.44,11.56,1,5560.61,0,28.68384,77.2239,synthetic,Medium
REAL-0547,Najafgarh-Nangloi Road,heavy,32.6,71.7,108.9,38.2,1.52,744.9,74.1,97.0,1,17030.6,0,28.63158,77.24134,real_govt_record,Low
REAL-0205,Gurugram- Parade Road,light,3.1,7.4,11.2,9.6,4.14,767.1,94.2,77.1,3,13889.0,1,28.63472,77.24397,real_govt_record,Low
ZONE-042,ZONE-042,synthetic_v1,32.51,37.92,57.73,5.91,4.47,655.79,77.25,68.05,5,18347.2,1,28.65431,77.31934,synthetic,High
REAL-0710,Pankha Road/ Cariappa Marg,moderate,19.4,45.3,66.7,16.0,2.53,320.1,86.5,86.5,1,10309.2,0,28.62383,77.24271,real_govt_record,Low
REAL-0606,Gazipur Dairy Farm,moderate,17.4,35.1,52.4,26.3,0.9,529.4,85.9,37.8,1,13902.2,0,28.63306,77.2368,real_govt_record,Low
SYN2-0189,SYN2-0189,synthetic_v2,27.33,68.0,99.46,58.49,2.3,926.96,36.59,76.96,3,24992.57,1,28.67904,77.18994,synthetic,Medium
REAL-0187,Noida Link Road,heavy,27.7,69.3,97.3,8.6,3.97,246.7,86.5,72.5,4,15048.4,1,28.62533,77.23901,real_govt_record,Medium
SYN2-0150,SYN2-0150,synthetic_v2,85.9,176.85,217.99,20.41,6.06,372.42,56.41,68.86,3,6503.62,0,28.65104,77.24671,synthetic,High
SYN2-0075,SYN2-0075,synthetic_v2,20.81,40.62,53.43,42.9,3.59,470.1,60.5,61.8,3,15453.98,1,28.67189,77.21507,synthetic,Medium
REAL-0010,Outer Ring Road,moderate,19.9,43.3,58.3,31.3,2.99,565.2,86.1,59.8,48,14132.8,0,28.57527,77.18471,real_govt_record,Medium
REAL-0011,Outer Ring Road,heavy,27.9,56.4,77.4,34.1,1.66,667.8,86.1,73.2,48,10162.1,0,28.57832,77.18995,real_govt_record,Medium
SYN2-0179,SYN2-0179,synthetic_v2,22.15,53.27,74.66,47.8,0.85,325.16,88.63,43.32,2,7638.07,1,28.62386,77.33239,synthetic,Low
ZONE-010,ZONE-010,synthetic_v1,89.39,96.05,140.07,58.08,4.11,357.6,58.55,51.05,1,9412.84,0,28.57789,77.26862,synthetic,Low
REAL-0722,Rail Bhawan Rafi Marg,moderate,22.9,54.8,79.3,14.4,0.8,441.3,86.1,38.0,1,10299.0,1,28.62533,77.23742,real_govt_record,Low
REAL-0631,Lodhi Road,heavy,33.8,68.4,89.3,21.4,2.97,508.1,83.0,56.3,1,19143.8,1,28.63374,77.24052,real_govt_record,Low
REAL-0817,Vinay Marg,light,8.8,17.7,25.6,10.8,4.4,781.9,86.1,54.8,1,22040.2,1,28.63538,77.2347,real_govt_record,Low
REAL-0747,Sant Durbal Nath Mandir Marg,heavy,26.4,61.5,87.7,39.2,1.46,538.2,76.7,94.3,1,4541.3,1,28.63514,77.23657,real_govt_record,Low
SYN2-0108,SYN2-0108,synthetic_v2,93.58,210.59,278.1,21.15,7.89,53.93,31.99,82.99,1,10555.93,1,28.6167,77.34648,synthetic,High
REAL-0556,NH-44 Khampur Singhu,extreme,39.4,109.5,152.8,43.6,4.95,212.9,72.4,59.8,1,11557.2,1,28.62938,77.24119,real_govt_record,Medium
REAL-0290,Old Patparganj Road,moderate,24.3,50.1,76.0,32.9,2.58,450.0,72.4,72.1,2,15030.2,0,28.63434,77.23725,real_govt_record,Low
REAL-0972,NH-48 Near APS Colony,extreme,56.0,132.6,197.4,18.6,4.46,348.4,83.0,67.2,1,24560.8,0,28.63021,77.24501,real_govt_record,High
REAL-0428,Shastri Park Road,extreme,55.6,137.9,212.0,34.7,3.05,340.5,86.1,55.0,1,21134.2,0,28.63602,77.23635,real_govt_record,High
REAL-0562,Abai Marg-San Martin Marg,moderate,11.8,28.8,44.4,26.1,2.38,445.1,72.4,80.3,1,23530.7,1,28.62809,77.24152,real_govt_record,Low
REAL-0838,Bamnikhera Road,moderate,10.0,28.4,39.0,19.6,3.01,730.7,79.7,67.7,1,22115.4,1,28.62382,77.24122,real_govt_record,Low
SYN2-0117,SYN2-0117,synthetic_v2,61.01,114.33,168.18,48.07,2.53,400.42,40.74,57.09,0,5180.77,0,28.71004,77.23827,synthetic,Low
REAL-0908,August Kranti Marg,extreme,40.7,115.1,150.0,20.5,1.83,694.3,72.4,90.8,1,23891.5,1,28.62873,77.23661,real_govt_record,High
REAL-0122,Rani Jhansi Marg,moderate,17.3,39.7,56.0,18.6,3.87,450.5,86.5,50.2,5,9235.4,1,28.63455,77.24719,real_govt_record,Low
REAL-0657,Najafgarh-kapashera Road,light,3.6,8.2,12.6,42.1,0.87,620.7,94.2,71.9,1,24349.8,1,28.62822,77.23782,real_govt_record,Low
REAL-0890,Sai Hospital Road,moderate,11.7,28.7,45.9,44.3,1.64,230.8,72.4,60.2,1,8023.9,1,28.62869,77.23963,real_govt_record,Low
REAL-0768,"Sector 22, Dwarka",extreme,62.6,130.6,192.2,15.9,5.0,683.2,76.7,91.5,1,8200.7,1,28.63591,77.2392,real_govt_record,High
REAL-0152,Tuglak Road,extreme,47.8,123.6,175.9,12.9,4.53,238.7,83.0,61.9,4,11173.0,0,28.62597,77.23466,real_govt_record,High
REAL-0113,Shyama Prasad Mukherjee Marg,light,7.7,16.3,26.0,19.0,3.52,739.3,76.7,48.8,6,18473.4,0,28.63621,77.24468,real_govt_record,Low
REAL-0992,Police Colony,extreme,58.1,123.1,161.5,41.7,4.67,743.4,86.1,55.5,1,22045.2,1,28.62595,77.2442,real_govt_record,Medium
REAL-0424,Seelampur Road,extreme,49.0,124.2,186.2,44.8,3.57,286.3,72.4,82.8,1,14465.9,0,28.62853,77.2418,real_govt_record,Medium
SYN2-0137,SYN2-0137,synthetic_v2,87.44,166.51,245.56,22.27,3.19,755.54,45.43,98.43,4,9471.62,1,28.61375,77.2618,synthetic,High
REAL-0131,Kautilya Marg,heavy,23.8,65.8,89.1,25.9,4.99,201.7,85.9,90.5,5,14169.3,1,28.628,77.2423,real_govt_record,Low
REAL-0462,JLN Marg,moderate,19.5,47.8,68.3,32.1,1.43,614.9,81.7,93.9,1,22496.7,0,28.63303,77.24181,real_govt_record,Low
REAL-0820,Vinay Marg,extreme,51.6,132.2,183.0,38.1,1.86,65.6,86.1,69.4,1,19003.9,1,28.63287,77.23977,real_govt_record,High
REAL-0134,Veer Banda Bairagi Marg,moderate,19.2,40.8,62.7,35.2,2.3,652.3,94.2,88.0,5,20121.8,0,28.62809,77.24346,real_govt_record,Low
REAL-0001,Ring Road,light,6.7,14.0,19.0,37.7,2.64,510.5,82.5,46.9,145,13378.5,0,28.62406,77.24546,real_govt_record,Low
REAL-0973,NH-48 Shiv Murti,light,6.7,18.0,23.9,29.2,4.56,457.5,86.5,55.5,1,9251.2,0,28.62634,77.23904,real_govt_record,Low
ZONE-065,ZONE-065,synthetic_v1,45.36,53.0,140.65,58.23,6.65,938.81,32.44,36.2,2,14863.49,1,28.60818,77.34384,synthetic,Low
SYN2-0126,SYN2-0126,synthetic_v2,84.6,168.65,222.46,18.08,2.72,875.53,56.55,92.08,3,21482.11,1,28.70405,77.15689,synthetic,High
REAL-0700,Old GT Road/ Ansari Road,extreme,37.1,100.6,156.8,27.3,2.58,193.3,79.7,94.1,1,18419.7,1,28.62536,77.23777,real_govt_record,Medium
REAL-0881,Raj Niwas Marg,light,9.3,20.4,27.9,40.5,4.62,117.1,87.5,55.3,1,17925.3,0,28.62696,77.24275,real_govt_record,Low
REAL-0822,Ansari Road,moderate,17.3,48.4,66.8,10.1,1.88,644.3,83.9,37.7,1,19206.3,0,28.62407,77.23711,real_govt_record,Low
SYN2-0059,SYN2-0059,synthetic_v2,5.23,13.01,16.57,52.92,1.46,509.06,47.38,38.1,5,15091.85,1,28.7427,77.20117,synthetic,Medium
SYN2-0005,SYN2-0005,synthetic_v2,56.5,142.13,196.41,17.01,1.62,638.67,29.55,81.56,3,7474.61,0,28.77969,77.26854,synthetic,High
REAL-0412,NH-24 Gazipur Mandi,extreme,59.3,128.7,180.6,26.2,4.73,96.0,74.1,40.3,1,17442.6,0,28.6269,77.24018,real_govt_record,High
REAL-0323,Baba Kharak Singh Marg,heavy,33.2,72.3,112.0,19.7,1.41,383.9,90.9,64.4,2,13224.4,0,28.62583,77.23463,real_govt_record,Medium
REAL-0002,Ring Road,moderate,16.3,45.8,73.0,43.7,3.44,511.7,82.5,45.1,145,4315.0,0,28.62388,77.24174,real_govt_record,Medium
REAL-0855,DDU Marg,heavy,23.1,57.6,80.9,18.9,0.69,321.7,74.7,82.7,1,24616.7,0,28.6283,77.24086,real_govt_record,Low
REAL-0436,Teen Murti Marge,extreme,63.8,133.7,184.6,22.1,4.88,756.9,86.1,76.0,1,17229.4,1,28.62996,77.24357,real_govt_record,High
REAL-0453,Dhaula Kuan Dhaula,light,7.3,20.7,30.4,43.6,1.67,270.3,87.5,91.9,1,8936.8,0,28.63043,77.23859,real_govt_record,Low
REAL-0039,"Firni Road, Najafgarh",heavy,28.2,57.2,82.3,36.3,1.97,400.2,83.0,68.0,21,13031.7,1,28.60907,76.97717,real_govt_record,Medium
REAL-0184,Netaji Subhash Marg/,extreme,49.0,134.9,211.8,17.5,1.49,254.4,81.7,44.7,4,15365.6,0,28.62947,77.24711,real_govt_record,High
REAL-0218,Dwarka Road,moderate,11.1,31.3,48.9,31.0,0.9,601.3,76.7,75.0,3,15558.5,1,28.62943,77.23525,real_govt_record,Low
REAL-0833,Badli Road,light,4.8,13.4,17.7,34.4,2.87,494.7,72.4,96.3,1,10231.2,0,28.62901,77.24453,real_govt_record,Low
REAL-0307,Old Gurugram Road,heavy,33.5,69.3,109.9,36.7,4.11,796.7,86.5,43.5,2,10522.8,1,28.62294,77.23848,real_govt_record,Low
REAL-0730,Ram Kumar Gautam Marg,moderate,19.5,54.1,84.5,12.2,1.59,543.4,82.5,38.3,1,20072.3,1,28.63061,77.2391,real_govt_record,Low
REAL-0441,Akbar Road,light,3.4,9.4,12.6,43.1,4.93,735.3,74.1,43.7,1,8236.1,0,28.62252,77.24021,real_govt_record,Low
REAL-0550,MG Road,moderate,17.7,41.0,56.0,13.4,1.57,278.1,80.7,65.2,1,23781.9,1,28.63012,77.23829,real_govt_record,Low
REAL-0314,NH-8 Near Shiv,moderate,14.3,35.0,56.0,18.1,0.88,63.6,80.7,89.3,2,7356.3,1,28.62741,77.23615,real_govt_record,Low
ZONE-016,ZONE-016,synthetic_v1,94.44,168.72,240.97,47.33,2.53,572.98,33.72,66.53,2,7130.42,1,28.739,77.33204,synthetic,High
REAL-0701,Old Seelam Pur,light,6.8,19.1,26.9,38.3,3.22,592.0,72.4,91.7,1,9426.5,0,28.63112,77.23446,real_govt_record,Low
REAL-0332,CV Raman Marg,extreme,53.0,121.1,169.2,22.0,3.06,235.3,87.5,76.1,2,22144.4,0,28.63175,77.23592,real_govt_record,High
REAL-0037,"Firni Road, Najafgarh",light,11.5,23.2,31.0,26.7,3.91,427.1,83.0,78.9,21,7969.2,0,28.61188,76.97311,real_govt_record,Low
REAL-0111,Patparganj Road,heavy,26.9,75.8,105.6,23.7,2.95,152.0,87.5,80.2,6,9468.2,1,28.63342,77.238,real_govt_record,Medium
REAL-0919,Captain Gaur Marg,heavy,30.4,78.2,113.6,43.8,3.14,691.1,85.9,36.6,1,22163.3,0,28.62912,77.24257,real_govt_record,Low
SYN2-0114,SYN2-0114,synthetic_v2,28.91,56.13,73.85,52.74,4.28,775.34,81.77,40.83,5,9653.8,1,28.67749,77.25518,synthetic,High
ZONE-073,ZONE-073,synthetic_v1,55.03,113.06,180.81,35.16,6.94,733.26,44.34,38.21,0,15483.58,1,28.55631,77.1879,synthetic,Low
REAL-0746,Sant Durbal Nath Mandir Marg,moderate,25.2,52.4,75.2,40.5,0.73,226.4,76.7,61.6,1,12865.4,0,28.63182,77.23335,real_govt_record,Low
REAL-0938,Goyla Dairy Road,moderate,21.6,49.3,64.7,19.2,1.03,131.6,72.4,49.5,1,5378.4,1,28.63218,77.23711,real_govt_record,Low
REAL-0776,Shanti Path- Panchsheel Marg,extreme,46.8,97.5,141.0,27.1,1.74,466.4,82.5,55.0,1,4341.5,0,28.62948,77.23644,real_govt_record,Medium
REAL-0848,Chand Cinema Road,extreme,53.6,137.5,188.7,21.5,0.62,498.4,86.1,61.7,1,21698.1,1,28.62778,77.23526,real_govt_record,High
REAL-0714,"Pocket-16, Sector-22, Rohini",moderate,21.5,44.1,65.0,36.5,2.28,561.4,87.5,59.6,1,10433.1,1,28.63227,77.23982,real_govt_record,Low
REAL-0578,Benito Juarez Marg,moderate,12.9,33.3,50.0,44.5,3.04,518.8,94.2,59.8,1,20819.3,1,28.63299,77.24391,real_govt_record,Low
ZONE-098,ZONE-098,synthetic_v1,65.74,126.32,197.98,50.38,7.34,729.45,58.72,96.57,1,22655.92,0,28.75246,77.33747,synthetic,Low
REAL-0434,Teen Murti Marge,moderate,18.9,46.9,69.7,11.8,1.93,470.5,86.1,74.1,1,13740.0,0,28.62696,77.24368,real_govt_record,Low
REAL-0164,Panchsheel Marg,extreme,58.8,137.5,200.5,35.1,2.18,495.0,74.7,41.7,4,18439.1,1,28.63181,77.23912,real_govt_record,High
REAL-0264,Purana Quila Road,extreme,60.8,128.2,201.7,14.6,2.73,280.1,90.9,61.7,2,20263.4,0,28.62531,77.23972,real_govt_record,High
REAL-0232,Kemal Ataturk Marg,extreme,40.3,102.4,141.1,8.6,1.9,494.0,83.0,52.2,3,6372.4,0,28.62652,77.23862,real_govt_record,High
REAL-0303,Thimayya Marg,heavy,37.6,89.7,117.0,30.7,3.37,697.3,90.9,74.2,2,11630.3,0,28.63506,77.24229,real_govt_record,Medium
REAL-0963,Najafgarh Bakkarwala Cut,heavy,28.6,62.3,97.7,44.9,1.65,575.0,76.7,59.0,1,14511.9,1,28.63073,77.24043,real_govt_record,Low
REAL-0176,Loni Road,extreme,55.9,138.5,192.6,17.1,1.2,789.5,90.9,90.1,4,19489.3,1,28.62734,77.2443,real_govt_record,High
SYN2-0148,SYN2-0148,synthetic_v2,48.46,118.33,161.46,47.23,7.3,123.93,24.72,13.65,3,14625.99,0,28.68486,77.1741,synthetic,High
REAL-0150,Tuglak Road,moderate,16.1,35.4,48.5,29.4,1.78,704.5,83.0,53.3,4,21943.9,1,28.62404,77.23692,real_govt_record,Low
SYN2-0141,SYN2-0141,synthetic_v2,68.78,139.8,198.96,43.55,4.63,229.71,33.02,84.53,2,9733.61,0,28.79051,77.18007,synthetic,Medium
REAL-0918,Captain Gaur Marg,moderate,17.2,40.0,61.1,43.3,2.55,440.9,85.9,71.0,1,11786.3,0,28.62989,77.24239,real_govt_record,Low
REAL-0072,NH-24/Delhi- Meerut Expressway,extreme,43.5,116.3,180.2,19.5,1.9,107.0,79.7,54.6,10,13811.8,0,28.62866,77.23859,real_govt_record,High
REAL-0169,Boulevard Road,light,8.7,18.5,26.5,41.2,3.77,676.6,82.5,96.2,4,11474.4,0,28.63307,77.23578,real_govt_record,Low
REAL-0456,Dhaula Kuan Dhaula,extreme,63.8,138.2,205.3,26.8,1.01,597.8,87.5,47.6,1,11971.8,0,28.629,77.24301,real_govt_record,High
REAL-0090,Press Enclave Road,moderate,20.4,42.0,55.8,37.3,1.06,453.2,80.7,95.9,7,4012.1,0,28.63547,77.23759,real_govt_record,Low
